poi_id,poi_name,poi_geometry,poi_lat,poi_lng,poi_cate,is_area,parent_poi_id,frame_n_total,is_focal
286.0,Hing Kee Restaurant,POINT (114.170107 22.31136),22.31136,114.170107,dining,0,,52,0
287.0,Ho Hung Kee,POINT (114.1837883 22.2798079),22.2798079,114.1837883,dining,0,,7,0
288.0,Ho Lee Fook,POINT (114.1524584 22.2830158),22.2830158,114.1524584,dining,0,,34,0
289.0,Hoi Ping Rd,POINT (114.1851576 22.2775808),22.2775808,114.1851576,city,0,,5,0
290.0,Hollywood Plaza,POINT (114.1702239 22.3168206),22.3168206,114.1702239,shopping,0,,6,0
291.0,Hollywood Rd,POINT (114.1505559 22.2839821),22.2839821,114.1505559,city,0,,112,1
292.0,Hon Wo Korean Restaurant,POINT (114.182785 22.2801666),22.2801666,114.182785,dining,0,,4,0
293.0,Hong Kong Convention and Exhibition Centre,POINT (114.1731385 22.2833754),22.2833754,114.1731385,city,0,,343,1
294.0,Hong Kong Correctional Services Museum,POINT (114.2179898 22.2162901),22.2162901,114.2179898,cultural,0,,26,0
295.0,Hong Kong Cultural Centre,POINT (114.1703232 22.2938496),22.2938496,114.1703232,cultural,0,,662,1
296.0,Hong Kong Disneyland,POINT (114.0412819 22.3129666),22.3129666,114.0412819,entertainment,0,,98238,1
297.0,Hong Kong Fisherman's Wharf,POINT (114.1910993 22.3088208),22.3088208,114.1910993,transit,0,,70,0
298.0,Hong Kong Heritage Discovery Centre,POINT (114.1698495 22.2993211),22.2993211,114.1698495,cultural,0,,7,0
299.0,Hong Kong Heritage Museum,POINT (114.1856267 22.3766464),22.3766464,114.1856267,cultural,0,,9,0
300.0,Hong Kong International Airport,POINT (113.9137283 22.3134736),22.3134736,113.9137283,transit,0,,9083,1
301.0,Hong Kong Island,POINT (114.1910696 22.2587586),22.2587586,114.1910696,natural,0,,284,1
302.0,Hong Kong Jockey Club Sichuan Treasures,POINT (114.1754355 22.245378),22.245378,114.1754355,entertainment,0,,7,0
303.0,Hong Kong Macau Ferry Terminal,POINT (114.1523423 22.2896835),22.2896835,114.1523423,transit,0,,68,0
304.0,Hong Kong Museum of Art,POINT (114.1721149 22.2935153),22.2935153,114.1721149,cultural,0,,378,1
305.0,Hong Kong Museum of History,POINT (114.1772612 22.3018851),22.3018851,114.1772612,cultural,0,,42,0
306.0,Hong Kong Museum of Medical Sciences,POINT (114.1486498 22.2834842),22.2834842,114.1486498,cultural,0,,3,0
307.0,Hong Kong Observation Wheel,POINT (114.1615851 22.2853075),22.2853075,114.1615851,entertainment,0,,942,1
308.0,Hong Kong Ocean Park Marriott Hotel,POINT (114.1757983 22.2476235),22.2476235,114.1757983,hotel,0,,19,0
309.0,Hong Kong Palace Museum,POINT (114.1552727 22.3016783),22.3016783,114.1552727,cultural,0,,78,0
310.0,Hong Kong Park,POINT (114.1608187 22.2769477),22.2769477,114.1608187,city,0,,342,1
311.0,Hong Kong Railway Museum,POINT (114.1643409 22.4475932),22.4475932,114.1643409,cultural,0,,17,0
312.0,Hong Kong Science Museum,POINT (114.177655 22.3010111),22.3010111,114.177655,cultural,0,,218,1
313.0,Hong Kong Scout Centre,POINT (114.1695098 22.3028354),22.3028354,114.1695098,city,0,,5,0
314.0,Hong Kong Seamen's Union,POINT (114.169113 22.305766),22.305766,114.169113,city,0,,5,0
315.0,Hong Kong Space Museum,POINT (114.171901 22.294288),22.294288,114.171901,cultural,0,,48,0
316.0,Hong Kong Stadium,POINT (114.1886088 22.2728794),22.2728794,114.1886088,sport,0,,92,0
317.0,Hong Kong Station,POINT (114.158177 22.284681),22.284681,114.158177,transit,0,,53,0
318.0,Hong Kong Tennis Centre,POINT (114.192494 22.259838),22.259838,114.192494,sport,0,,2,0
319.0,Hong Kong Traditional Food,POINT (114.1715206 22.2965683),22.2965683,114.1715206,dining,0,,10,0
320.0,Hong Kong Trail,POINT (113.951154 22.293224),22.293224,113.951154,outdoor,0,,14,0
321.0,Hong Kong Visual Arts Centre,POINT (114.1593789 22.2767383),22.2767383,114.1593789,cultural,0,,1,0
322.0,Hong Kong Water Taxi,POINT (114.1765107 22.2956966),22.2956966,114.1765107,transit,0,,4,0
323.0,Hong Kong Zoological and Botanical Gardens,POINT (114.156037 22.2767651),22.2767651,114.156037,city,0,,166,1
324.0,Hong Kong-Zhuhai-Macao Bridge,POINT (113.9473807 22.3146569),22.3146569,113.9473807,city,0,,454,1
325.0,Honolulu Café,POINT (114.1550298 22.2831276),22.2831276,114.1550298,dining,0,,6,0
326.0,Honolulu Coffee Shop,POINT (114.1739502 22.2775264),22.2775264,114.1739502,dining,0,,1,0
327.0,Hop Fat Café,POINT (114.167525 22.316858),22.316858,114.167525,dining,0,,3,0
328.0,Hop Yik Tai,POINT (114.1612409 22.3304721),22.3304721,114.1612409,dining,0,,7,0
329.0,Hopewell Centre,POINT (114.1717253 22.2746386),22.2746386,114.1717253,city,0,,19,0
330.0,Hotel Hart,POINT (114.1746487 22.2979207),22.2979207,114.1746487,hotel,0,,6,0
331.0,Hotel ICON,POINT (114.1796973 22.3007586),22.3007586,114.1796973,hotel,0,,12,0
332.0,Hotel Pravo,POINT (114.1707107 22.2965205),22.2965205,114.1707107,hotel,0,,10,0
333.0,Hung Hom,POINT (114.1887233 22.3055658),22.3055658,114.1887233,area,0,,11,0
334.0,Hung Hom Kwun Yum Temple,POINT (114.1857452 22.3079801),22.3079801,114.1857452,religion,0,,92,0
335.0,Hung Hom Pancake,POINT (114.1863838 22.3065617),22.3065617,114.1863838,dining,0,,3,0
336.0,Hung Hom Station,POINT (114.1821 22.30289),22.30289,114.1821,transit,0,,31,0
337.0,Hung Kee Seafood Restaurant,POINT (114.27355 22.381066),22.381066,114.27355,dining,0,,2,0
338.0,Hutong,POINT (114.1733149 22.2954247),22.2954247,114.1733149,dining,0,,19,0
339.0,Hyatt Centric,POINT (114.1989849 22.292768),22.292768,114.1989849,hotel,0,,51,0
340.0,Hyatt Regency,POINT (114.1740116 22.2974584),22.2974584,114.1740116,hotel,0,,4,0
341.0,Hyatt Regency (Sha Tin),POINT (114.2112544 22.4117423),22.4117423,114.2112544,hotel,0,,1,0
342.0,Hyperspace Mountain,POINT (114.0413133 22.3139916),22.3139916,114.0413133,entertainment,0,,53,0
343.0,Hysan Place,POINT (114.1839629 22.2795933),22.2795933,114.1839629,shopping,0,,26,0
344.0,ICHIRAN,POINT (114.1813642 22.2804835),22.2804835,114.1813642,dining,0,,61,0
345.0,Imperial Hotel,POINT (114.1725361 22.2962225),22.2962225,114.1725361,hotel,0,,5,0
346.0,Indigo Coffee,POINT (114.1488479 22.2843742),22.2843742,114.1488479,dining,0,,3,0
347.0,Ink & Plate,POINT (114.0370912 22.3091662),22.3091662,114.0370912,dining,0,,10,0
348.0,International Plaza,POINT (114.2106869 22.3215895),22.3215895,114.2106869,city,0,,7,0
349.0,Island Workbench,POINT (114.0288459 22.2109003),22.2109003,114.0288459,shopping,0,,1,0
350.0,JC Contemporary,POINT (114.1542577 22.2806884),22.2806884,114.1542577,cultural,0,,1,0
351.0,JOYCE Boutique,POINT (114.1651049 22.2776345),22.2776345,114.1651049,shopping,0,,3,0
352.0,JPS Gallery,POINT (114.1512292 22.283304),22.283304,114.1512292,cultural,0,,2,0
353.0,Jardine's Lookout,POINT (114.1959536 22.2671646),22.2671646,114.1959536,outdoor,0,,11,0
354.0,Jasmine,POINT (114.1865722 22.280413),22.280413,114.1865722,dining,0,,2,0
355.0,Java Rd,POINT (114.2014244 22.2925605),22.2925605,114.2014244,city,0,,3,0
356.0,Jenny Bakery,POINT (114.1726391 22.2972567),22.2972567,114.1726391,dining,0,,73,0
357.0,Johnston Rd,POINT (114.1732088 22.2766154),22.2766154,114.1732088,city,0,,11,0
358.0,Jordan,POINT (114.1715157 22.3059608),22.3059608,114.1715157,area,0,,95,0
359.0,Jordan Station,POINT (114.17166 22.30479),22.30479,114.17166,transit,0,,27,0
360.0,Joy Hing Roasted Meat,POINT (114.1767069 22.2781295),22.2781295,114.1767069,dining,0,,6,0
361.0,Jumbo kingdom,POINT (114.161657 22.2439486),22.2439486,114.161657,dining,0,,3,0
362.0,Jungle River Cruise,POINT (114.0411983 22.3112652),22.3112652,114.0411983,entertainment,0,,7,0
363.0,K11 ARTMALL,POINT (114.1736355 22.297525),22.297525,114.1736355,shopping,0,,187,1
364.0,K11 MUSEA,POINT (114.1739272 22.2941573),22.2941573,114.1739272,shopping,0,,576,1
365.0,Kaffeine,POINT (114.1505434 22.2853119),22.2853119,114.1505434,dining,0,,1,0
366.0,Kai Kai Dessert,POINT (114.1710799 22.3065554),22.3065554,114.1710799,dining,0,,86,0
367.0,Kai Kee Noodle Restaurant,POINT (114.1509262 22.2850691),22.2850691,114.1509262,dining,0,,1,0
368.0,Kai Tak Commercial Building,POINT (114.1506912 22.2872043),22.2872043,114.1506912,city,0,,3,0
369.0,Kai Tak Cruise Terminal Park,POINT (114.213416 22.306185),22.306185,114.213416,city,0,,2,0
370.0,Kam Chung Commercial Building,POINT (114.1697864 22.2779468),22.2779468,114.1697864,city,0,,1,0
371.0,Kam Fung Restaurant,POINT (114.1725736 22.275502),22.275502,114.1725736,dining,0,,2,0
372.0,Kam Ming Noodles,POINT (114.1653258 22.3306041),22.3306041,114.1653258,dining,0,,10,0
373.0,Kam Tin,POINT (114.076188 22.4403712),22.4403712,114.076188,area,0,,1,0
374.0,Kam Wah Cafe & Cake Shop,POINT (114.1697189 22.3222738),22.3222738,114.1697189,dining,0,,67,0
375.0,Kam Wah Cake Shop,POINT (114.222017 22.2824969),22.2824969,114.222017,dining,0,,2,0
376.0,Kam Yuck Building,POINT (114.1669263 22.3346493),22.3346493,114.1669263,city,0,,3,0
377.0,Kam's Roast Goose,POINT (114.175305 22.277642),22.277642,114.175305,dining,0,,45,0
378.0,Kamcentre Roast Goose,POINT (114.1865005 22.2754541),22.2754541,114.1865005,dining,0,,1,0
379.0,Kamikaze Cave,POINT (114.1275299 22.2042466),22.2042466,114.1275299,natural,0,,1,0
380.0,Kapok,POINT (114.168738 22.27638),22.27638,114.168738,shopping,0,,4,0
381.0,Kat Hing St,POINT (113.862949 22.254712),22.254712,113.862949,city,0,,1,0
382.0,Kau Kee,POINT (114.1525076 22.2842413),22.2842413,114.1525076,dining,0,,19,0
384.0,Keming Bing Sat,POINT (114.1749151 22.2985285),22.2985285,114.1749151,dining,0,,1,0
385.0,Kennedy Rd,POINT (114.1660081 22.2753161),22.2753161,114.1660081,city,0,,13,0
386.0,Kennedy Town,POINT (114.1292619 22.2822235),22.2822235,114.1292619,area,0,,375,1
387.0,Kennedy Town Station,POINT (114.1288825 22.2812467),22.2812467,114.1288825,transit,0,,29,0
388.0,Keung Kee Roasted Meat Restaurant,POINT (114.179954 22.2782514),22.2782514,114.179954,dining,0,,1,0
389.0,Ki Lung St,POINT (114.1641394 22.3271903),22.3271903,114.1641394,city,0,,3,0
390.0,Ki'son Roasted Goose,POINT (114.1703754 22.3211982),22.3211982,114.1703754,dining,0,,9,0
392.0,King Bakery,POINT (113.9305332 22.3138833),22.3138833,113.9305332,dining,0,,6,0
393.0,King Sing St,POINT (114.1740556 22.2740349),22.2740349,114.1740556,city,0,,1,0
394.0,King Tak Hong Porcelain Company Limited,POINT (114.1704596 22.2760055),22.2760055,114.1704596,shopping,0,,4,0
395.0,King of Coconut,POINT (114.1711617 22.3156166),22.3156166,114.1711617,dining,0,,2,0
396.0,King's Café,POINT (114.184909 22.2795396),22.2795396,114.184909,dining,0,,5,0
397.0,King's Rd,POINT (114.2098716 22.2883531),22.2883531,114.2098716,city,0,,10,0
398.0,Kings Hotel,POINT (114.1705008 22.3104431),22.3104431,114.1705008,hotel,0,,4,0
399.0,Kinsman,POINT (114.1521552 22.282368),22.282368,114.1521552,dining,0,,14,0
400.0,Knockbox Coffee Company,POINT (114.1725583 22.3176204),22.3176204,114.1725583,dining,0,,6,0
401.0,Kokoro Tokyo Mazesoba,POINT (114.171176 22.2773666),22.2773666,114.171176,dining,0,,2,0
402.0,Koon Wah Building,POINT (114.2056606 22.3829558),22.3829558,114.2056606,city,0,,2,0
403.0,Korean Inn Restaurant,POINT (114.1956905 22.2916578),22.2916578,114.1956905,dining,0,,2,0
404.0,Kowloon,POINT (114.1796057 22.3185673),22.3185673,114.1796057,area,0,,289,1
406.0,Kowloon City,POINT (114.1920172 22.3306602),22.3306602,114.1920172,area,0,,26,0
407.0,Kowloon Mosque And Islamic Centre,POINT (114.1717195 22.2987084),22.2987084,114.1717195,city,0,,31,0
408.0,Kowloon Park,POINT (114.1707929 22.3003928),22.3003928,114.1707929,city,0,,71,0
409.0,Kowloon Park Dr,POINT (114.1698733 22.2973191),22.2973191,114.1698733,city,0,,7,0
410.0,Kowloon Public Pier,POINT (114.1696429 22.2930474),22.2930474,114.1696429,transit,0,,15,0
411.0,Kowloon Station,POINT (114.161475 22.304306),22.304306,114.161475,transit,0,,14,0
412.0,Kowloon Taproom,POINT (114.1706266 22.2966598),22.2966598,114.1706266,dining,0,,5,0
413.0,Kowloon Tin Hau Temple,POINT (114.1598666 22.3285249),22.3285249,114.1598666,religion,0,,296,1
414.0,Kowloon Walled City Park,POINT (114.1903285 22.3321296),22.3321296,114.1903285,city,0,,19,0
415.0,Kozi Island Café,POINT (114.0302975 22.2087894),22.2087894,114.0302975,dining,0,,1,0
416.0,Kung Fu Tea,POINT (114.1465851 22.3379006),22.3379006,114.1465851,dining,0,,9,0
417.0,Kung Lee Sugar Cane Drink,POINT (114.1527487 22.2828502),22.2828502,114.1527487,dining,0,,2,0
418.0,Kung Wo Beancurd Factory,POINT (114.1635907 22.3310951),22.3310951,114.1635907,dining,0,,7,0
419.0,Kwai Fong,POINT (114.1298151 22.3578109),22.3578109,114.1298151,area,0,,14,0
420.0,Kwai Heung St,POINT (114.1429885 22.2874132),22.2874132,114.1429885,city,0,,1,0
421.0,Kwai Hing Station,POINT (114.131255 22.363471),22.363471,114.131255,transit,0,,1,0
422.0,Kwai Tsing District,POINT (114.1260991 22.3549077),22.3549077,114.1260991,area,0,,3,0
423.0,Kwan Kee Claypot Rice,POINT (114.1430347 22.2870412),22.2870412,114.1430347,dining,0,,35,0
424.0,Kwan Kee Store,POINT (114.1632036 22.3307204),22.3307204,114.1632036,shopping,0,,3,0
425.0,Kwan Yu Roasted Meat,POINT (114.1917762 22.2849371),22.2849371,114.1917762,dining,0,,6,0
426.0,Kwun Tong,POINT (114.2227035 22.3103686),22.3103686,114.2227035,area,0,,24,0
427.0,Kwun Tong Promenade,POINT (114.2169821 22.3124127),22.3124127,114.2169821,city,0,,3,0
428.0,Kwun Tong Public Pier,POINT (114.2203994 22.3087797),22.3087797,114.2203994,transit,0,,2,0
429.0,Kwun Tong Station,POINT (114.226465 22.3121714),22.3121714,114.226465,transit,0,,2,0
430.0,Kwun Yum Temple,POINT (113.8838019 22.2413178),22.2413178,113.8838019,religion,0,,7,0
432.0,LAB ZERÕ,POINT (114.1753262 22.3015016),22.3015016,114.1753262,dining,0,,8,0
433.0,LEGOLAND Discovery Centre,POINT (114.1729583 22.2942962),22.2942962,114.1729583,entertainment,0,,100,1
434.0,LOUIS VUITTON,POINT (114.1690661 22.2962782),22.2962782,114.1690661,shopping,0,,56,0
435.0,Ladies Street Sik Faan Co.,POINT (114.1710135 22.3163037),22.3163037,114.1710135,dining,0,,26,0
436.0,Ladies' Market,POINT (114.1701978 22.3210731),22.3210731,114.1701978,shopping,0,,130,1
437.0,Lady BoBo,POINT (114.1831122 22.2796285),22.2796285,114.1831122,dining,0,,3,0
438.0,Lai Chi Kok,POINT (114.1359272 22.3377817),22.3377817,114.1359272,area,0,,20,0
439.0,Lai Chi Kok Station,POINT (114.14803 22.33726),22.33726,114.14803,transit,0,,10,0
440.0,Lai Chi Wo,POINT (114.2602248 22.5264988),22.5264988,114.2602248,cultural,0,,6,0
441.0,Lai King,POINT (114.1279688 22.3472644),22.3472644,114.1279688,area,0,,65,0
442.0,Lai King Station,POINT (114.126161 22.348416),22.348416,114.126161,transit,0,,7,0
443.0,Lam Heung Ling Lemon Tea,POINT (114.1707116 22.3168527),22.3168527,114.1707116,dining,0,,3,0
444.0,Lamma Island,POINT (114.1350173 22.2000056),22.2000056,114.1350173,natural,0,,178,1
445.0,Lamma Wind Power Station,POINT (114.1208156 22.2255884),22.2255884,114.1208156,city,0,,1,0
446.0,Lan Fong Yuen,POINT (114.1537154 22.2827177),22.2827177,114.1537154,dining,0,,224,1
447.0,Lan Heung Restaurant,POINT (114.1163057 22.368831),22.368831,114.1163057,dining,0,,5,0
448.0,Lan Kwai Fong,POINT (114.1556541 22.2809846),22.2809846,114.1556541,cultural,0,,172,1
449.0,Langham Place,POINT (114.1686743 22.3182116),22.3182116,114.1686743,shopping,0,,44,0
450.0,Lantau Country Park,POINT (113.927879 22.26368),22.26368,113.927879,natural,0,,1,0
451.0,Lantau Island,POINT (113.941751 22.2664984),22.2664984,113.941751,natural,0,,3841,1
452.0,Lantau Peak,POINT (113.9175335 22.2449387),22.2449387,113.9175335,outdoor,0,,55,0
453.0,Lau Hing Kee,POINT (114.1711064 22.3159403),22.3159403,114.1711064,dining,0,,2,0
454.0,Lau Sum Kee Noodle,POINT (114.1630699 22.3322331),22.3322331,114.1630699,dining,0,,3,0
455.0,Law Fu Kee,POINT (114.1535336 22.2824818),22.2824818,114.1535336,dining,0,,3,0
456.0,Law Mark Kee,POINT (114.1626216 22.3173476),22.3173476,114.1626216,dining,0,,2,0
458.0,Lee Garden,POINT (114.1852925 22.2790783),22.2790783,114.1852925,shopping,0,,44,0
459.0,Lee Tung Avenue,POINT (114.1723395 22.275594),22.275594,114.1723395,shopping,0,,38,0
460.0,Lei Yue Mun,POINT (114.237563701171 22.2847187849031),22.28471878,114.2375637,area,0,,47,0
461.0,Les Halles,POINT (114.1722114 22.2755239),22.2755239,114.1722114,shopping,0,,1,0
462.0,Leung So Kee Umbrella,POINT (114.1717097 22.3004025),22.3004025,114.1717097,shopping,0,,3,0
463.0,Lin Heung Kui,POINT (114.1468927 22.2875238),22.2875238,114.1468927,dining,0,,17,0
464.0,Lin Heung Lau,POINT (114.1534466 22.2842663),22.2842663,114.1534466,dining,0,,58,0
465.0,Lion Rock,POINT (114.1870366 22.3522705),22.3522705,114.1870366,outdoor,0,,17,0
466.0,Lion Rock Head,POINT (114.1851387 22.3523236),22.3523236,114.1851387,outdoor,0,,3,0
467.0,Lippo Centre,POINT (114.16335 22.279536),22.279536,114.16335,city,0,,15,0
468.0,Little Bao,POINT (114.1522525 22.2840586),22.2840586,114.1522525,dining,0,,11,0
469.0,Little Cove Espresso,POINT (114.1284992 22.283888),22.283888,114.1284992,dining,0,,4,0
470.0,Living PLAZA,POINT (113.9400317 22.2888115),22.2888115,113.9400317,shopping,0,,1,0
471.0,Lo Pan Temple,POINT (114.1319424 22.283062),22.283062,114.1319424,religion,0,,52,0
472.0,Lo Wu,POINT (114.1149511 22.5276195),22.5276195,114.1149511,area,0,,16,0
473.0,LockCha,POINT (114.1626837 22.2778855),22.2778855,114.1626837,dining,0,,5,0
474.0,Lockhart Rd,POINT (114.1766088 22.2785952),22.2785952,114.1766088,city,0,,7,0
475.0,Log Ye Dim Sum,POINT (114.170988 22.296853),22.296853,114.170988,dining,0,,10,0
476.0,Long Ping Station,POINT (114.0253392 22.4477597),22.4477597,114.0253392,transit,0,,1,0
477.0,Lord Stow's Bakery,POINT (114.1594455 22.2818841),22.2818841,114.1594455,dining,0,,5,0
478.0,Lucky Star Coffee Shop,POINT (114.1837295 22.2790021),22.2790021,114.1837295,dining,0,,5,0
479.0,Luen Fat Restaurant,POINT (114.188802 22.3280666),22.3280666,114.188802,dining,0,,7,0
480.0,Luen Tai Building,POINT (114.1751238 22.2766143),22.2766143,114.1751238,city,0,,1,0
481.0,Lugard Rd,POINT (114.1541825 22.2824386),22.2824386,114.1541825,city,0,,19,0
482.0,Lugard Road Lookout,POINT (114.1467785 22.2781446),22.2781446,114.1467785,outdoor,0,,6,0
483.0,Lung Dim Sum,POINT (114.2228428 22.313354),22.313354,114.2228428,dining,0,,13,0
484.0,Lung Fung Mall,POINT (114.170904 22.3185118),22.3185118,114.170904,shopping,0,,53,0
485.0,M+,POINT (114.159495 22.3005044),22.3005044,114.159495,cultural,0,,197,1
486.0,M1 Hotel,POINT (114.1703052 22.3124806),22.3124806,114.1703052,hotel,0,,1,0
487.0,MASHI NO MASHI,POINT (114.1797746 22.2769587),22.2769587,114.1797746,dining,0,,5,0
488.0,MCL Cinema,POINT (114.1312444 22.3571605),22.3571605,114.1312444,cultural,0,,2,0
489.0,MOKO,POINT (114.1723194 22.3231937),22.3231937,114.1723194,shopping,0,,6,0
490.0,MOMA,POINT (114.1742746 22.2935388),22.2935388,114.1742746,dining,0,,25,0
491.0,MTR e-Store,POINT (114.1650843 22.304102),22.304102,114.1650843,shopping,0,,2,0
492.0,MacLehose Trail,POINT (114.3495823 22.3627452),22.3627452,114.3495823,outdoor,0,,8,0
493.0,Macdonnell Rd,POINT (114.15837 22.275519),22.275519,114.15837,city,0,,13,0
494.0,Madame Tussauds,POINT (114.1497382 22.2711973),22.2711973,114.1497382,cultural,0,,390,1
496.0,Mai Hei,POINT (114.1861677 22.3048934),22.3048934,114.1861677,dining,0,,2,0
497.0,Mai Po Rd,POINT (114.0592827 22.4918277),22.4918277,114.0592827,city,0,,1,0
498.0,Main Street Bakery,POINT (114.0427323 22.3129308),22.3129308,114.0427323,dining,0,,16,0
499.0,Main Street Corner Café,POINT (114.042469 22.312871),22.312871,114.042469,dining,0,,4,0
500.0,Main Street Market,POINT (114.0429073 22.312961),22.312961,114.0429073,shopping,0,,5,0
501.0,Main Street USA,POINT (114.0433052 22.3129823),22.3129823,114.0433052,entertainment,0,,14,0
502.0,Mak Man Kee Noodle Shop,POINT (114.1705126 22.3046468),22.3046468,114.1705126,dining,0,,53,0
503.0,Mak's Noodle,POINT (114.1546096 22.2830505),22.2830505,114.1546096,dining,0,,108,1
504.0,Mammy Pancake,POINT (114.1854284 22.2794814),22.2794814,114.1854284,dining,0,,20,0
505.0,Man Kee Cart Noodle,POINT (114.1627354 22.3317461),22.3317461,114.1627354,dining,0,,15,0
506.0,Man Mo Temple,POINT (114.1501999 22.2839729),22.2839729,114.1501999,religion,0,,443,1
507.0,Man Wah,POINT (114.1754362 22.2766294),22.2766294,114.1754362,dining,0,,1,0
508.0,Man Wah Restaurant,POINT (114.1699724 22.3216087),22.3216087,114.1699724,dining,0,,3,0
510.0,Mandarin Oriental,POINT (114.1594433 22.2818794),22.2818794,114.1594433,hotel,0,,14,0
511.0,Maria's Bakery,POINT (114.1719651 22.3248822),22.3248822,114.1719651,dining,0,,4,0
512.0,Maritime Square,POINT (114.1081419 22.3584265),22.3584265,114.1081419,shopping,0,,11,0
513.0,Marty's General Store,POINT (114.0433811 22.3130478),22.3130478,114.0433811,shopping,0,,31,0
514.0,Masjid Ammar and Osman Ramju Sadick Islamic Centre,POINT (114.1788777 22.2773898),22.2773898,114.1788777,religion,0,,59,0
515.0,Masterbeef,POINT (114.170082 22.3169574),22.3169574,114.170082,dining,0,,3,0
516.0,Maxim's Palace,POINT (114.161759 22.28237),22.28237,114.161759,dining,0,,13,0
517.0,May Rd,POINT (114.1555451 22.2738597),22.2738597,114.1555451,city,0,,6,0
518.0,Meanwhile Coffee,POINT (114.1509813 22.2847339),22.2847339,114.1509813,dining,0,,2,0
519.0,Megan's Kitchen,POINT (114.1770513 22.2768993),22.2768993,114.1770513,dining,0,,2,0
520.0,Men Wah Bing Teng (Causeway Bay),POINT (114.183756 22.2812892),22.2812892,114.183756,dining,0,,4,0
521.0,Metro Winner Hotel,POINT (114.171195 22.3110872),22.3110872,114.171195,hotel,0,,2,0
522.0,Metroplaza,POINT (114.1261909 22.3574339),22.3574339,114.1261909,shopping,0,,9,0
523.0,Mid-Levels,POINT (114.147865 22.2816223),22.2816223,114.147865,area,0,,3,0
524.0,Middle Rd,POINT (114.1722505 22.2955823),22.2955823,114.1722505,city,0,,15,0
525.0,Mido Café,POINT (114.1702722 22.3102211),22.3102211,114.1702722,dining,0,,18,0
526.0,Midtown Delights,POINT (114.0427651 22.3129226),22.3129226,114.0427651,dining,0,,4,0
527.0,Milk Bar,POINT (114.1646077 22.3280135),22.3280135,114.1646077,dining,0,,5,0
528.0,Milk Café,POINT (114.1724837 22.3031133),22.3031133,114.1724837,dining,0,,11,0
529.0,Milksha,POINT (114.183451 22.2791897),22.2791897,114.183451,dining,0,,11,0
530.0,Min Jun Cart Noodles,POINT (114.1536328 22.2484315),22.2484315,114.1536328,dining,0,,1,0
531.0,Ming Court Hotel,POINT (114.172966 22.278367),22.278367,114.172966,hotel,0,,8,0
532.0,Ming Wah Bakery,POINT (114.1717756 22.3165496),22.3165496,114.1717756,dining,0,,2,0
533.0,Mini Central,POINT (114.15634 22.280489),22.280489,114.15634,hotel,0,,9,0
534.0,Mini Hotel,POINT (114.172444 22.297207),22.297207,114.172444,hotel,0,,11,0
535.0,Mira Place,POINT (114.17223 22.300049),22.300049,114.17223,shopping,0,,8,0
536.0,Mobile Softee,POINT (114.1701301 22.2980402),22.2980402,114.1701301,dining,0,,14,0
537.0,Model Boat Pool,POINT (114.2606581 22.3149738),22.3149738,114.2606581,city,0,,3,0
538.0,Mon Kee Café,POINT (114.2101093 22.2885139),22.2885139,114.2101093,dining,0,,34,0
539.0,Mondrian,POINT (114.1747994 22.2977106),22.2977106,114.1747994,hotel,0,,26,0
540.0,Mong Kok,POINT (114.169773 22.3203648),22.3203648,114.169773,area,0,,839,1
541.0,Mong Kok East,POINT (114.1726 22.32205),22.32205,114.1726,transit,0,,6,0
543.0,Mong Kok Night Market,POINT (114.1708472 22.3180557),22.3180557,114.1708472,shopping,0,,34,0
544.0,Mong Kok Station,POINT (114.1692081 22.3194068),22.3194068,114.1692081,transit,0,,67,0
545.0,Monopoly Dreams,POINT (114.1497077 22.2701292),22.2701292,114.1497077,entertainment,0,,19,0
546.0,Monster Building,POINT (114.2123028 22.2842028),22.2842028,114.2123028,city,0,,223,1
547.0,Montane Mansion,POINT (114.2119759 22.2842103),22.2842103,114.2119759,city,0,,6,0
548.0,More Yogurt,POINT (114.171371 22.316682),22.316682,114.171371,dining,0,,3,0
549.0,Mott 32,POINT (114.1591079 22.2806407),22.2806407,114.1591079,dining,0,,17,0
550.0,Mount Davis,POINT (114.1227427 22.2772566),22.2772566,114.1227427,outdoor,0,,8,0
551.0,Mount Parker Rd,POINT (114.2159966 22.2685204),22.2685204,114.2159966,outdoor,0,,7,0
552.0,Mr. Ma & Restaurant,POINT (114.1118854 22.2258721),22.2258721,114.1118854,dining,0,,3,0
554.0,Mt. High West Viewing Point,POINT (114.1361878 22.2721245),22.2721245,114.1361878,outdoor,0,,1,0
555.0,Mui Wo,POINT (113.9947441 22.266032),22.266032,113.9947441,area,0,,11,0
556.0,Mui Wo Ferry Pier,POINT (114.0196117 22.2365891),22.2365891,114.0196117,transit,0,,5,0
557.0,Museum of Art,POINT (114.1721324 22.2936055),22.2936055,114.1721324,cultural,0,,58,0
558.0,My Cup of Tea,POINT (114.1729032 22.2761048),22.2761048,114.1729032,dining,0,,9,0
559.0,Myarts,POINT (114.0305743 22.2089313),22.2089313,114.0305743,shopping,0,,1,0
560.0,Mystic Manor,POINT (114.0409612 22.3099697),22.3099697,114.0409612,entertainment,0,,174,1
561.0,N Lantau Hwy,POINT (113.9941709 22.3128123),22.3128123,113.9941709,city,0,,1,0
562.0,N1 Coffee & Co.,POINT (114.1747068 22.2971553),22.2971553,114.1747068,dining,0,,9,0
563.0,NOC,POINT (114.1393031 22.2876967),22.2876967,114.1393031,dining,0,,8,0
